(
( 2.87115e-22 -0.000184095 )
( 3.55794e-05 -0.000184477 )
( 0.00027524 -0.000186771 )
( 0.000719051 -0.000258525 )
( 0.0011985 -0.000406352 )
( 0.00164036 -0.000602826 )
( 0.00212017 -0.000884578 )
( 0.00255817 -0.00120537 )
( 0.00303852 -0.00163 )
( 0.00347078 -0.00207946 )
( 0.00395188 -0.00265793 )
( 0.00437661 -0.00323991 )
( 0.00485859 -0.00398489 )
( 0.00527412 -0.00470244 )
( 0.00575711 -0.00562807 )
( 0.00616187 -0.00648293 )
( 0.00664595 -0.0076042 )
( 0.00703854 -0.00859595 )
( 0.00752377 -0.00992774 )
( 0.00790294 -0.0110531 )
( 0.00838935 -0.0126094 )
( 0.00875401 -0.013862 )
( 0.00924163 -0.0156553 )
( 0.00959089 -0.0170255 )
( 0.0100797 -0.0190658 )
( 0.0104129 -0.0205404 )
( 0.0109029 -0.0228353 )
( 0.0112194 -0.0243984 )
( 0.0117107 -0.026952 )
( 0.0120102 -0.0285852 )
( 0.0125029 -0.0313986 )
( 0.0127852 -0.0330814 )
( 0.0132795 -0.036152 )
( 0.0135445 -0.0378628 )
( 0.0140407 -0.0411845 )
( 0.0142886 -0.0429009 )
( 0.0147871 -0.0464639 )
( 0.0150181 -0.0481633 )
( 0.0155196 -0.0519546 )
( 0.0157339 -0.0536149 )
( 0.0162392 -0.0576171 )
( 0.0164372 -0.0592169 )
( 0.0169474 -0.0634089 )
( 0.0171297 -0.0649275 )
( 0.0176461 -0.0692825 )
( 0.0178129 -0.0707006 )
( 0.0183374 -0.0751854 )
( 0.0184891 -0.0764846 )
( 0.0190238 -0.0810563 )
( 0.0191607 -0.0822194 )
( 0.0197081 -0.086822 )
( 0.0198303 -0.0878329 )
( 0.0203935 -0.0923884 )
( 0.020501 -0.0932326 )
( 0.0210836 -0.097632 )
( 0.0211762 -0.0982969 )
( 0.0217824 -0.10238 )
( 0.0218596 -0.102858 )
( 0.0224943 -0.106386 )
( 0.022555 -0.106676 )
( 0.0232241 -0.109282 )
( 0.0232668 -0.109403 )
( 0.0239769 -0.110654 )
( 0.0239997 -0.110673 )
( 0.0247585 -0.110815 )
( 0.0252739 -0.110817 )
( 0.0257803 -0.111074 )
( 0.0262778 -0.111808 )
( 0.0267666 -0.113043 )
( 0.0272468 -0.114724 )
( 0.0277186 -0.116784 )
( 0.0281822 -0.119151 )
( 0.0286375 -0.121764 )
( 0.0290848 -0.124564 )
( 0.0295243 -0.127506 )
( 0.029956 -0.130549 )
( 0.03038 -0.133663 )
( 0.0307965 -0.136819 )
( 0.0312056 -0.139997 )
( 0.0316074 -0.14318 )
( 0.0320021 -0.146353 )
( 0.0323898 -0.149504 )
( 0.0327705 -0.152625 )
( 0.0331444 -0.155708 )
( 0.0335116 -0.158747 )
( 0.0338722 -0.161736 )
( 0.0342263 -0.164672 )
( 0.0345741 -0.167551 )
( 0.0349156 -0.170371 )
( 0.0352509 -0.173128 )
( 0.0355801 -0.175823 )
( 0.0359034 -0.178453 )
( 0.0362208 -0.181017 )
( 0.0365324 -0.183515 )
( 0.0368384 -0.185946 )
( 0.0371388 -0.18831 )
( 0.0374337 -0.190606 )
( 0.0377231 -0.192834 )
( 0.0380073 -0.194995 )
( 0.0382863 -0.197088 )
( 0.0385601 -0.199113 )
( 0.0388288 -0.201071 )
( 0.0390926 -0.202962 )
( 0.0393515 -0.204785 )
( 0.0396056 -0.206543 )
( 0.039855 -0.208234 )
( 0.0400997 -0.209859 )
( 0.0403399 -0.211419 )
( 0.0405756 -0.212913 )
( 0.0408069 -0.214342 )
( 0.0410338 -0.215707 )
( 0.0412564 -0.217008 )
( 0.0414749 -0.218245 )
( 0.0416892 -0.219418 )
( 0.0418995 -0.220527 )
( 0.0421058 -0.221574 )
( 0.0423082 -0.222558 )
( 0.0425067 -0.223479 )
( 0.0427014 -0.224337 )
( 0.0428924 -0.225133 )
( 0.0430797 -0.225867 )
( 0.0432634 -0.226538 )
( 0.0434436 -0.227148 )
( 0.0436203 -0.227695 )
( 0.0437936 -0.22818 )
( 0.0439636 -0.228603 )
( 0.0441302 -0.228964 )
( 0.0442936 -0.229261 )
( 0.0444537 -0.229497 )
( 0.0446108 -0.229669 )
( 0.0447647 -0.229777 )
( 0.0449157 -0.229821 )
( 0.0450636 -0.229801 )
( 0.0452086 -0.229715 )
( 0.0453508 -0.229563 )
( 0.0454901 -0.229344 )
( 0.0456266 -0.229057 )
( 0.0457604 -0.2287 )
( 0.0458916 -0.228271 )
( 0.04602 -0.227771 )
( 0.0461459 -0.227195 )
( 0.0462693 -0.226542 )
( 0.0463901 -0.22581 )
( 0.0465085 -0.224995 )
( 0.0466244 -0.224095 )
( 0.046738 -0.223106 )
( 0.0468493 -0.222023 )
( 0.0469583 -0.220842 )
( 0.047065 -0.219557 )
( 0.0471695 -0.218163 )
( 0.0472718 -0.216653 )
( 0.047372 -0.215018 )
( 0.0474701 -0.213251 )
( 0.0475661 -0.211342 )
( 0.0476601 -0.209279 )
( 0.0477522 -0.20705 )
( 0.0478422 -0.204642 )
( 0.0479304 -0.202037 )
( 0.0480166 -0.199218 )
( 0.0481011 -0.196165 )
( 0.0481837 -0.192855 )
( 0.0482645 -0.189262 )
( 0.0483435 -0.185357 )
( 0.0484209 -0.181106 )
( 0.0484965 -0.176473 )
( 0.0485705 -0.171416 )
( 0.0486429 -0.165889 )
( 0.0487136 -0.159839 )
( 0.0487828 -0.153207 )
( 0.0488505 -0.14593 )
( 0.0489166 -0.137937 )
( 0.0489812 -0.12915 )
( 0.0490444 -0.119487 )
( 0.0491061 -0.10886 )
( 0.0491665 -0.0971785 )
( 0.0492254 -0.084354 )
( 0.049283 -0.0703041 )
( 0.0493393 -0.0549606 )
( 0.0493942 -0.0382812 )
( 0.0494479 -0.0202644 )
( 0.0495003 -0.000968204 )
( 0.0495515 0.0194678 )
( 0.0496014 0.040802 )
( 0.0496502 0.0626694 )
( 0.0496978 0.0845659 )
( 0.0497442 0.10585 )
( 0.0497896 0.125698 )
( 0.0498338 0.142955 )
( 0.0498769 0.156229 )
( 0.049919 0.164616 )
( 0.04996 0.168647 )
( 0.05 0.169754 )
)
