(
( 2.87115e-22 13.1099 -3.67872e-06 2.1917e-05 )
( 3.55794e-05 13.1099 -3.65975e-06 2.19197e-05 )
( 0.00027524 13.1099 -3.53274e-06 2.19331e-05 )
( 0.000719051 13.1091 -3.50265e-06 2.1864e-05 )
( 0.0011985 13.1074 -3.71456e-06 2.18581e-05 )
( 0.00164036 13.1051 -3.87723e-06 2.17727e-05 )
( 0.00212017 13.1017 -4.04765e-06 2.17192e-05 )
( 0.00255817 13.098 -4.20491e-06 2.16704e-05 )
( 0.00303852 13.093 -4.39308e-06 2.15628e-05 )
( 0.00347078 13.0879 -4.55335e-06 2.14617e-05 )
( 0.00395188 13.0815 -4.74346e-06 2.12995e-05 )
( 0.00437661 13.0751 -4.90824e-06 2.11838e-05 )
( 0.00485859 13.0672 -5.10738e-06 2.0964e-05 )
( 0.00527412 13.0597 -5.2822e-06 2.07987e-05 )
( 0.00575711 13.0504 -5.50148e-06 2.05228e-05 )
( 0.00616187 13.042 -5.68491e-06 2.03407e-05 )
( 0.00664595 13.0313 -5.91818e-06 2.00122e-05 )
( 0.00703854 13.0222 -6.11735e-06 1.97923e-05 )
( 0.00752377 13.0103 -6.40885e-06 1.94255e-05 )
( 0.00790294 13.0005 -6.63498e-06 1.9209e-05 )
( 0.00838935 12.9874 -6.9408e-06 1.88114e-05 )
( 0.00875401 12.9773 -7.17374e-06 1.85677e-05 )
( 0.00924163 12.9631 -7.51514e-06 1.81214e-05 )
( 0.00959089 12.9526 -7.77067e-06 1.78723e-05 )
( 0.0100797 12.9375 -8.15942e-06 1.73839e-05 )
( 0.0104129 12.9269 -8.4486e-06 1.71034e-05 )
( 0.0109029 12.9108 -8.93073e-06 1.6584e-05 )
( 0.0112194 12.9002 -9.25851e-06 1.63138e-05 )
( 0.0117107 12.8833 -9.81027e-06 1.57699e-05 )
( 0.0120102 12.8728 -1.01818e-05 1.54686e-05 )
( 0.0125029 12.8551 -1.08778e-05 1.491e-05 )
( 0.0127852 12.8448 -1.13009e-05 1.46305e-05 )
( 0.0132795 12.8264 -1.21052e-05 1.40874e-05 )
( 0.0135445 12.8164 -1.25715e-05 1.37874e-05 )
( 0.0140407 12.7973 -1.35582e-05 1.32598e-05 )
( 0.0142886 12.7877 -1.40684e-05 1.29997e-05 )
( 0.0147871 12.768 -1.51424e-05 1.24868e-05 )
( 0.0150181 12.7588 -1.56793e-05 1.21891e-05 )
( 0.0155196 12.7386 -1.69537e-05 1.16785e-05 )
( 0.0157339 12.7298 -1.74962e-05 1.1418e-05 )
( 0.0162392 12.7091 -1.87949e-05 1.0941e-05 )
( 0.0164372 12.7009 -1.93408e-05 1.06526e-05 )
( 0.0169474 12.6796 -2.08907e-05 1.01937e-05 )
( 0.0171297 12.672 -2.143e-05 9.96481e-06 )
( 0.0176461 12.6502 -2.2976e-05 9.56602e-06 )
( 0.0178129 12.6432 -2.35227e-05 9.32949e-06 )
( 0.0183374 12.621 -2.54703e-05 8.96515e-06 )
( 0.0184891 12.6145 -2.60264e-05 8.81041e-06 )
( 0.0190238 12.5919 -2.81303e-05 8.53686e-06 )
( 0.0191607 12.5861 -2.87438e-05 8.41051e-06 )
( 0.0197081 12.563 -3.16669e-05 8.17857e-06 )
( 0.0198303 12.5578 -3.23678e-05 8.15605e-06 )
( 0.0203935 12.5344 -3.63415e-05 8.0375e-06 )
( 0.020501 12.5299 -3.72106e-05 8.09094e-06 )
( 0.0210836 12.5063 -4.30173e-05 8.00854e-06 )
( 0.0211762 12.5026 -4.40987e-05 8.1781e-06 )
( 0.0217824 12.4792 -5.3915e-05 8.2085e-06 )
( 0.0218596 12.4763 -5.51494e-05 8.33882e-06 )
( 0.0224943 12.4537 -6.62912e-05 8.28071e-06 )
( 0.022555 12.4516 -6.72941e-05 8.1999e-06 )
( 0.0232241 12.4307 -7.91287e-05 7.71127e-06 )
( 0.0232668 12.4294 -7.8147e-05 6.21568e-06 )
( 0.0239769 12.4092 -4.93318e-05 3.62443e-06 )
( 0.0239997 12.4083 -4.75305e-05 2.85161e-06 )
( 0.0247585 12.3803 1.33929e-05 -2.03536e-06 )
( 0.0252739 12.347 8.5516e-05 -4.69332e-06 )
( 0.0257803 12.2983 0.0001242 -7.09239e-06 )
( 0.0262778 12.2462 0.000121317 -8.37252e-06 )
( 0.0267666 12.1944 0.000105737 -9.4895e-06 )
( 0.0272468 12.1444 8.4678e-05 -1.02301e-05 )
( 0.0277186 12.0963 6.14548e-05 -1.06923e-05 )
( 0.0281822 12.0501 3.59318e-05 -1.09163e-05 )
( 0.0286375 12.0055 1.04494e-05 -1.10214e-05 )
( 0.0290848 11.9621 -1.61114e-05 -1.1051e-05 )
( 0.0295243 11.9197 -4.15132e-05 -1.09345e-05 )
( 0.029956 11.8781 -6.62799e-05 -1.08067e-05 )
( 0.03038 11.8369 -8.93904e-05 -1.07098e-05 )
( 0.0307965 11.7962 -0.000111442 -1.05691e-05 )
( 0.0312056 11.7558 -0.0001313 -1.04962e-05 )
( 0.0316074 11.7155 -0.000149688 -1.04641e-05 )
( 0.0320021 11.6754 -0.000165936 -1.05005e-05 )
( 0.0323898 11.6354 -0.000180657 -1.05914e-05 )
( 0.0327705 11.5955 -0.000193471 -1.07339e-05 )
( 0.0331444 11.5556 -0.000204858 -1.09158e-05 )
( 0.0335116 11.5157 -0.000214615 -1.11339e-05 )
( 0.0338722 11.4757 -0.000223109 -1.1383e-05 )
( 0.0342263 11.4358 -0.000230247 -1.16575e-05 )
( 0.0345741 11.3958 -0.000236305 -1.1951e-05 )
( 0.0349156 11.3558 -0.000241251 -1.22599e-05 )
( 0.0352509 11.3157 -0.00024529 -1.25813e-05 )
( 0.0355801 11.2755 -0.000248423 -1.29113e-05 )
( 0.0359034 11.2353 -0.000250802 -1.32454e-05 )
( 0.0362208 11.195 -0.000252445 -1.3579e-05 )
( 0.0365324 11.1546 -0.000253464 -1.39085e-05 )
( 0.0368384 11.1141 -0.000253883 -1.42309e-05 )
( 0.0371388 11.0736 -0.000253787 -1.45433e-05 )
( 0.0374337 11.0329 -0.000253203 -1.4844e-05 )
( 0.0377231 10.9922 -0.000252197 -1.51316e-05 )
( 0.0380073 10.9514 -0.000250796 -1.54063e-05 )
( 0.0382863 10.9104 -0.000249049 -1.56677e-05 )
( 0.0385601 10.8694 -0.000246983 -1.59164e-05 )
( 0.0388288 10.8283 -0.000244635 -1.61518e-05 )
( 0.0390926 10.787 -0.000242032 -1.63759e-05 )
( 0.0393515 10.7457 -0.000239194 -1.65863e-05 )
( 0.0396056 10.7042 -0.000236124 -1.67811e-05 )
( 0.039855 10.6626 -0.000232848 -1.69588e-05 )
( 0.0400997 10.6209 -0.000229396 -1.71159e-05 )
( 0.0403399 10.5791 -0.000225787 -1.72542e-05 )
( 0.0405756 10.5371 -0.000222047 -1.7373e-05 )
( 0.0408069 10.495 -0.000218187 -1.74755e-05 )
( 0.0410338 10.4528 -0.000214234 -1.75609e-05 )
( 0.0412564 10.4104 -0.000210189 -1.76328e-05 )
( 0.0414749 10.3679 -0.000206091 -1.76934e-05 )
( 0.0416892 10.3253 -0.00020195 -1.77434e-05 )
( 0.0418995 10.2825 -0.000197704 -1.77806e-05 )
( 0.0421058 10.2395 -0.000193446 -1.78057e-05 )
( 0.0423082 10.1964 -0.000189183 -1.78248e-05 )
( 0.0425067 10.1531 -0.000184899 -1.78365e-05 )
( 0.0427014 10.1097 -0.000180619 -1.78424e-05 )
( 0.0428924 10.0661 -0.000176339 -1.78438e-05 )
( 0.0430797 10.0223 -0.000172072 -1.78417e-05 )
( 0.0432634 9.97833 -0.000167823 -1.78363e-05 )
( 0.0434436 9.93417 -0.000163602 -1.7828e-05 )
( 0.0436203 9.88981 -0.000159416 -1.78167e-05 )
( 0.0437936 9.84525 -0.000155271 -1.78029e-05 )
( 0.0439636 9.80048 -0.000151175 -1.77863e-05 )
( 0.0441302 9.75549 -0.000147133 -1.77674e-05 )
( 0.0442936 9.71029 -0.000143149 -1.77466e-05 )
( 0.0444537 9.66485 -0.00013923 -1.77242e-05 )
( 0.0446108 9.61918 -0.00013538 -1.77005e-05 )
( 0.0447647 9.57326 -0.000131604 -1.76756e-05 )
( 0.0449157 9.52709 -0.000127905 -1.76495e-05 )
( 0.0450636 9.48065 -0.000124285 -1.76223e-05 )
( 0.0452086 9.43394 -0.00012075 -1.75941e-05 )
( 0.0453508 9.38695 -0.000117303 -1.75651e-05 )
( 0.0454901 9.33967 -0.000113947 -1.75354e-05 )
( 0.0456266 9.29208 -0.000110685 -1.75051e-05 )
( 0.0457604 9.24418 -0.00010752 -1.74743e-05 )
( 0.0458916 9.19596 -0.000104453 -1.74431e-05 )
( 0.04602 9.14739 -0.000101486 -1.74118e-05 )
( 0.0461459 9.09848 -9.86196e-05 -1.73806e-05 )
( 0.0462693 9.04919 -9.58567e-05 -1.735e-05 )
( 0.0463901 8.99953 -9.3198e-05 -1.732e-05 )
( 0.0465085 8.94946 -9.06435e-05 -1.7291e-05 )
( 0.0466244 8.89899 -8.81935e-05 -1.7263e-05 )
( 0.046738 8.84808 -8.58473e-05 -1.72362e-05 )
( 0.0468493 8.79671 -8.36043e-05 -1.7211e-05 )
( 0.0469583 8.74488 -8.14644e-05 -1.71876e-05 )
( 0.047065 8.69254 -7.94269e-05 -1.71663e-05 )
( 0.0471695 8.63969 -7.74909e-05 -1.71475e-05 )
( 0.0472718 8.58629 -7.56544e-05 -1.71313e-05 )
( 0.047372 8.53231 -7.39149e-05 -1.7118e-05 )
( 0.0474701 8.47772 -7.22696e-05 -1.71079e-05 )
( 0.0475661 8.42249 -7.07163e-05 -1.71013e-05 )
( 0.0476601 8.36657 -6.9253e-05 -1.70985e-05 )
( 0.0477522 8.30992 -6.78778e-05 -1.71001e-05 )
( 0.0478422 8.2525 -6.65883e-05 -1.71062e-05 )
( 0.0479304 8.19424 -6.53821e-05 -1.71174e-05 )
( 0.0480166 8.13509 -6.42562e-05 -1.7134e-05 )
( 0.0481011 8.07497 -6.3208e-05 -1.71563e-05 )
( 0.0481837 8.0138 -6.22357e-05 -1.71849e-05 )
( 0.0482645 7.95148 -6.13384e-05 -1.72202e-05 )
( 0.0483435 7.88791 -6.05161e-05 -1.72626e-05 )
( 0.0484209 7.82296 -5.97696e-05 -1.73127e-05 )
( 0.0484965 7.75646 -5.90995e-05 -1.73708e-05 )
( 0.0485705 7.68824 -5.85075e-05 -1.74375e-05 )
( 0.0486429 7.61808 -5.79953e-05 -1.75129e-05 )
