(
( 2.87115e-22 0.000198979 )
( 3.55794e-05 0.000198778 )
( 0.00027524 0.000200021 )
( 0.000719051 0.000202919 )
( 0.0011985 0.000197026 )
( 0.00164036 0.000205307 )
( 0.00212017 0.000193751 )
( 0.00255817 0.000207345 )
( 0.00303852 0.000190352 )
( 0.00347078 0.000208834 )
( 0.00395188 0.000186731 )
( 0.00437661 0.000209649 )
( 0.00485859 0.000182849 )
( 0.00527412 0.000209667 )
( 0.00575711 0.000178654 )
( 0.00616187 0.000208767 )
( 0.00664595 0.000174074 )
( 0.00703854 0.000206829 )
( 0.00752377 0.000169024 )
( 0.00790294 0.000203744 )
( 0.00838935 0.000163401 )
( 0.00875401 0.000199403 )
( 0.00924163 0.000157083 )
( 0.00959089 0.000193703 )
( 0.0100797 0.000149938 )
( 0.0104129 0.000186555 )
( 0.0109029 0.000141837 )
( 0.0112194 0.000177888 )
( 0.0117107 0.000132653 )
( 0.0120102 0.000167646 )
( 0.0125029 0.000122273 )
( 0.0127852 0.000155795 )
( 0.0132795 0.000110603 )
( 0.0135445 0.000142332 )
( 0.0140407 9.75904e-05 )
( 0.0142886 0.000127296 )
( 0.0147871 8.32367e-05 )
( 0.0150181 0.000110777 )
( 0.0155196 6.7605e-05 )
( 0.0157339 9.29209e-05 )
( 0.0162392 5.08366e-05 )
( 0.0164372 7.39453e-05 )
( 0.0169474 3.3166e-05 )
( 0.0171297 5.41489e-05 )
( 0.0176461 1.49384e-05 )
( 0.0178129 3.39251e-05 )
( 0.0183374 -3.38341e-06 )
( 0.0184891 1.37698e-05 )
( 0.0190238 -2.12114e-05 )
( 0.0191607 -5.71612e-06 )
( 0.0197081 -3.78496e-05 )
( 0.0198303 -2.38364e-05 )
( 0.0203935 -5.25184e-05 )
( 0.020501 -3.98127e-05 )
( 0.0210836 -6.44336e-05 )
( 0.0211762 -5.28283e-05 )
( 0.0217824 -7.29786e-05 )
( 0.0218596 -6.20898e-05 )
( 0.0224943 -7.80363e-05 )
( 0.022555 -6.68343e-05 )
( 0.0232241 -8.04695e-05 )
( 0.0232668 -6.58784e-05 )
( 0.0239769 -8.14196e-05 )
( 0.0239997 -4.65557e-05 )
( 0.0247585 -3.07368e-05 )
( 0.0252739 -4.413e-05 )
