(
( 2.87115e-22 0.168735 )
( 3.55794e-05 0.168736 )
( 0.00027524 0.168738 )
( 0.000719051 0.168805 )
( 0.0011985 0.168943 )
( 0.00164036 0.169134 )
( 0.00212017 0.169411 )
( 0.00255817 0.169728 )
( 0.00303852 0.170149 )
( 0.00347078 0.170596 )
( 0.00395188 0.171172 )
( 0.00437661 0.171752 )
( 0.00485859 0.172494 )
( 0.00527412 0.17321 )
( 0.00575711 0.174134 )
( 0.00616187 0.174987 )
( 0.00664595 0.176106 )
( 0.00703854 0.177096 )
( 0.00752377 0.178426 )
( 0.00790294 0.17955 )
( 0.00838935 0.181105 )
( 0.00875401 0.182356 )
( 0.00924163 0.184147 )
( 0.00959089 0.185516 )
( 0.0100797 0.187555 )
( 0.0104129 0.189028 )
( 0.0109029 0.191322 )
( 0.0112194 0.192885 )
( 0.0117107 0.195438 )
( 0.0120102 0.197071 )
( 0.0125029 0.199885 )
( 0.0127852 0.201568 )
( 0.0132795 0.20464 )
( 0.0135445 0.206352 )
( 0.0140407 0.209677 )
( 0.0142886 0.211395 )
( 0.0147871 0.214963 )
( 0.0150181 0.216665 )
( 0.0155196 0.220462 )
( 0.0157339 0.222125 )
( 0.0162392 0.226135 )
( 0.0164372 0.227738 )
( 0.0169474 0.231937 )
( 0.0171297 0.233458 )
( 0.0176461 0.23782 )
( 0.0178129 0.23924 )
( 0.0183374 0.24373 )
( 0.0184891 0.24503 )
( 0.0190238 0.249604 )
( 0.0191607 0.250767 )
( 0.0197081 0.255367 )
( 0.0198303 0.256377 )
( 0.0203935 0.260925 )
( 0.020501 0.261767 )
( 0.0210836 0.266153 )
( 0.0211762 0.266815 )
( 0.0217824 0.27088 )
( 0.0218596 0.271354 )
( 0.0224943 0.274859 )
( 0.022555 0.275147 )
( 0.0232241 0.277748 )
( 0.0232668 0.277871 )
( 0.0239769 0.27918 )
( 0.0239997 0.279202 )
( 0.0247585 0.279468 )
( 0.0252739 0.279564 )
( 0.0257803 0.279943 )
( 0.0262778 0.280785 )
( 0.0267666 0.282108 )
( 0.0272468 0.283869 )
( 0.0277186 0.286002 )
( 0.0281822 0.288437 )
( 0.0286375 0.29111 )
( 0.0290848 0.293964 )
( 0.0295243 0.296953 )
( 0.029956 0.300038 )
( 0.03038 0.303186 )
( 0.0307965 0.306373 )
( 0.0312056 0.309577 )
( 0.0316074 0.312781 )
( 0.0320021 0.315973 )
( 0.0323898 0.31914 )
( 0.0327705 0.322275 )
( 0.0331444 0.325369 )
( 0.0335116 0.328417 )
( 0.0338722 0.331413 )
( 0.0342263 0.334355 )
( 0.0345741 0.337239 )
( 0.0349156 0.340063 )
( 0.0352509 0.342824 )
( 0.0355801 0.34552 )
( 0.0359034 0.348152 )
( 0.0362208 0.350717 )
( 0.0365324 0.353215 )
( 0.0368384 0.355646 )
( 0.0371388 0.358008 )
( 0.0374337 0.360303 )
( 0.0377231 0.36253 )
( 0.0380073 0.364689 )
( 0.0382863 0.36678 )
( 0.0385601 0.368804 )
( 0.0388288 0.37076 )
( 0.0390926 0.372648 )
( 0.0393515 0.37447 )
( 0.0396056 0.376225 )
( 0.039855 0.377914 )
( 0.0400997 0.379537 )
( 0.0403399 0.381094 )
( 0.0405756 0.382585 )
( 0.0408069 0.384012 )
( 0.0410338 0.385374 )
( 0.0412564 0.386672 )
( 0.0414749 0.387905 )
( 0.0416892 0.389075 )
( 0.0418995 0.390182 )
( 0.0421058 0.391225 )
( 0.0423082 0.392205 )
( 0.0425067 0.393123 )
( 0.0427014 0.393978 )
( 0.0428924 0.39477 )
( 0.0430797 0.3955 )
( 0.0432634 0.396168 )
( 0.0434436 0.396774 )
( 0.0436203 0.397318 )
( 0.0437936 0.397799 )
( 0.0439636 0.398219 )
( 0.0441302 0.398575 )
( 0.0442936 0.39887 )
( 0.0444537 0.399101 )
( 0.0446108 0.39927 )
( 0.0447647 0.399374 )
( 0.0449157 0.399415 )
( 0.0450636 0.399391 )
( 0.0452086 0.399302 )
( 0.0453508 0.399146 )
( 0.0454901 0.398923 )
( 0.0456266 0.398632 )
( 0.0457604 0.398271 )
( 0.0458916 0.397839 )
( 0.04602 0.397334 )
( 0.0461459 0.396755 )
( 0.0462693 0.396098 )
( 0.0463901 0.395362 )
( 0.0465085 0.394544 )
( 0.0466244 0.39364 )
( 0.046738 0.392646 )
( 0.0468493 0.391559 )
( 0.0469583 0.390374 )
( 0.047065 0.389086 )
( 0.0471695 0.387688 )
( 0.0472718 0.386174 )
( 0.047372 0.384536 )
( 0.0474701 0.382766 )
( 0.0475661 0.380853 )
( 0.0476601 0.378787 )
( 0.0477522 0.376555 )
( 0.0478422 0.374143 )
( 0.0479304 0.371536 )
